Name,Country,Continent,Age,Height,Weight,Sex,Sport,Event,Medals,Gold,Silver,Bronze
Przemyslaw Czajkowski,Poland,Europe,23,198,136,M,Athletics,Men's Discus Throw,,,,
Robert Urbanek,Poland,Europe,25,196,115,M,Athletics,Men's Discus Throw,,,,
Bogdan Pishchalnikov,Russian Federation,Europe,29,196,120,M,Athletics,Men's Discus Throw,,,,
Sultan Mubarak Al-Dawoodi,Saudi Arabia,Asia,35,,,M,Athletics,Men's Discus Throw,,,,
Mario Pestano,Spain,Europe,34,194,120,M,Athletics,Men's Discus Throw,,,,
Yennifer Frank Casanas,Spain,Europe,33,187,117,M,Athletics,Men's Discus Throw,,,,
Ercument Olgundeniz,Turkey,Europe,36,198,50,M,Athletics,Men's Discus Throw,,,,
Mykyta Nesterenko,Ukraine,Europe,21,209,110,M,Athletics,Men's Discus Throw,,,,
Jarred Rome,United States of America,Americas,35,193,136,M,Athletics,Men's Discus Throw,,,,
Jason Young,United States of America,Americas,31,185,118,M,Athletics,Men's Discus Throw,,,,
Lance Brooks,United States of America,Americas,28,198,123,M,Athletics,Men's Discus Throw,,,,
Juan Ignacio Cerra,Argentina,Americas,35,180,100,M,Athletics,Men's Hammer Throw,,,,
Dzmitry Marshin,Azerbaijan,Europe,39,186,115,M,Athletics,Men's Hammer Throw,,,,
Ivan Tsikhan,Belarus,Europe,36,184,104,M,Athletics,Men's Hammer Throw,,,,
Pavel Kryvitski,Belarus,Europe,28,184,115,M,Athletics,Men's Hammer Throw,,,,
Valery Sviatokha,Belarus,Europe,31,188,116,M,Athletics,Men's Hammer Throw,,,,
James Steacy,Canada,Americas,28,189,115,M,Athletics,Men's Hammer Throw,,,,
Andras Haklits,Croatia,Europe,34,191,120,M,Athletics,Men's Hammer Throw,,,,
Roberto Janet,Cuba,Americas,25,,,M,Athletics,Men's Hammer Throw,,,,
Constantinos Stathelakos,Cyprus,Europe,24,,,M,Athletics,Men's Hammer Throw,,,,
Lukas Melich,Czech Republic,Europe,31,186,110,M,Athletics,Men's Hammer Throw,,,,
Mostafa Al-Gamel,Egypt,Africa,23,191,96,M,Athletics,Men's Hammer Throw,,,,
Jerome Bortoluzzi,France,Europe,30,182,110,M,Athletics,Men's Hammer Throw,,,,
Nicolas Figere,France,Europe,33,176,70,M,Athletics,Men's Hammer Throw,,,,
Quentin Bigot,France,Europe,19,177,90,M,Athletics,Men's Hammer Throw,,,,
Alexander Smith,Great Britain,Europe,24,183,115,M,Athletics,Men's Hammer Throw,,,,
Alexandros Papadimitriou,Greece,Europe,39,183,120,M,Athletics,Men's Hammer Throw,,,,
Krisztian Pars,Hungary,Europe,30,188,117,M,Athletics,Men's Hammer Throw,YES,1,,
Kaveh Mousavi,Islamic Republic of Iran,Asia,27,203,120,M,Athletics,Men's Hammer Throw,,,,
Lorenzo Povegliano,Italy,Europe,27,185,110,M,Athletics,Men's Hammer Throw,,,,
Nicola Vizzoni,Italy,Europe,38,193,130,M,Athletics,Men's Hammer Throw,,,,
Koji Murofushi,Japan,Asia,37,187,99,M,Athletics,Men's Hammer Throw,YES,,,1
Ali Mohamed Al-Zinkawi,Kuwait,Asia,28,195,110,M,Athletics,Men's Hammer Throw,,,,
Eivind Henriksen,Norway,Europe,21,,,M,Athletics,Men's Hammer Throw,,,,
Pawel Fajdek,Poland,Europe,23,186,120,M,Athletics,Men's Hammer Throw,,,,
Szymon Ziolkowski,Poland,Europe,36,192,120,M,Athletics,Men's Hammer Throw,,,,
Serghei Marghiev,Republic of Moldova,Europe,19,195,93,M,Athletics,Men's Hammer Throw,,,,
Aleksey Zagornyi,Russian Federation,Europe,34,197,135,M,Athletics,Men's Hammer Throw,,,,
Kirill Ikonnikov,Russian Federation,Europe,28,187,115,M,Athletics,Men's Hammer Throw,,,,
Marcel Lomnicky,Slovakia,Europe,25,177,106,M,Athletics,Men's Hammer Throw,,,,
Primoz Kozmus,Slovenia,Europe,32,188,112,M,Athletics,Men's Hammer Throw,YES,,1,
Javier Cienfuegos,Spain,Europe,22,193,134,M,Athletics,Men's Hammer Throw,,,,
Dilshod Nazarov,Tajikistan,Asia,30,187,120,M,Athletics,Men's Hammer Throw,,,,
Esref Apak,Turkey,Europe,31,184,115,M,Athletics,Men's Hammer Throw,,,,
Mergen Mamedov,Turkmenistan,Asia,21,184,100,M,Athletics,Men's Hammer Throw,,,,
Artem Rubanko,Ukraine,Europe,38,191,106,M,Athletics,Men's Hammer Throw,,,,
Oleksandr Dryhol,Ukraine,Europe,46,183,104,M,Athletics,Men's Hammer Throw,,,,
Olexiy Sokyrskiyy,Ukraine,Europe,27,185,108,M,Athletics,Men's Hammer Throw,,,,
A G Kruger,United States of America,Americas,33,193,125,M,Athletics,Men's Hammer Throw,,,,
Kibwe Johnson,United States of America,Americas,31,188,107,M,Athletics,Men's Hammer Throw,,,,
Suhrob Khodjaev,Uzbekistan,Asia,19,186,105,M,Athletics,Men's Hammer Throw,,,,
Donald Thomas,Bahamas,Americas,28,190,81,M,Athletics,Men's High Jump,,,,
Trevor Barry,Bahamas,Americas,29,,,M,Athletics,Men's High Jump,,,,
Andrei Churyla,Belarus,Europe,19,190,72,M,Athletics,Men's High Jump,,,,
Guilherme Cobbo,Brazil,Americas,24,,65,M,Athletics,Men's High Jump,,,,
Viktor Ninov,Bulgaria,Europe,24,197,82,M,Athletics,Men's High Jump,,,,
Derek Drouin,Canada,Americas,22,194,80,M,Athletics,Men's High Jump,YES,,,1
Michael Mason,Canada,Americas,25,186,67,M,Athletics,Men's High Jump,,,,
Wanner Miller,Colombia,Americas,25,190,78,M,Athletics,Men's High Jump,,,,
Victor Moya,Cuba,Americas,29,,,M,Athletics,Men's High Jump,,,,
Kyriakos Ioannou,Cyprus,Europe,28,193,60,M,Athletics,Men's High Jump,,,,
Jaroslav Baba,Czech Republic,Europe,27,199,86,M,Athletics,Men's High Jump,,,,
Diego Ferrin,Ecuador,Americas,24,190,72,M,Athletics,Men's High Jump,,,,
Mickael Hanany,France,Europe,29,198,80,M,Athletics,Men's High Jump,,,,
Robert Grabarz,Great Britain,Europe,24,191,80,M,Athletics,Men's High Jump,YES,,,1
Dimitrios Chondrokoukis,Greece,Europe,24,195,65,M,Athletics,Men's High Jump,,,,
Konstadinos Baniotis,Greece,Europe,25,200,81,M,Athletics,Men's High Jump,,,,
Gianmarco Tamberi,Italy,Europe,20,,,M,Athletics,Men's High Jump,,,,
Raivydas Stanys,Lithuania,Europe,25,194,80,M,Athletics,Men's High Jump,,,,
Hup Wei Lee,Malaysia,Asia,25,180,60,M,Athletics,Men's High Jump,,,,
Guowei Zhang,People's Republic of China,Asia,21,200,77,M,Athletics,Men's High Jump,,,,
Mutaz Essa Barshim,Qatar,Asia,21,189,65,M,Athletics,Men's High Jump,YES,,,1
Aleksandr Shustov,Russian Federation,Europe,28,199,85,M,Athletics,Men's High Jump,,,,
Andrey Silnov,Russian Federation,Europe,27,198,84,M,Athletics,Men's High Jump,,,,
Ivan Ukhov,Russian Federation,Europe,26,192,67,M,Athletics,Men's High Jump,YES,1,,
Darvin Edwards,Saint Lucia,Americas,25,185,86,M,Athletics,Men's High Jump,,,,
Michal Kabelka,Slovakia,Europe,27,191,74,M,Athletics,Men's High Jump,,,,
Rozle Prezelj,Slovenia,Europe,32,195,80,M,Athletics,Men's High Jump,,,,
Andriy Protsenko,Ukraine,Europe,24,194,80,M,Athletics,Men's High Jump,,,,
Bohdan Bondarenko,Ukraine,Europe,22,197,80,M,Athletics,Men's High Jump,,,,
Dmytro Dem'yanyuk,Ukraine,Europe,29,200,86,M,Athletics,Men's High Jump,,,,
Erik Kynard,United States of America,Americas,21,193,86,M,Athletics,Men's High Jump,YES,,1,
Jamie Nieto,United States of America,Americas,35,193,83,M,Athletics,Men's High Jump,,,,
Jesse Williams,United States of America,Americas,28,183,80,M,Athletics,Men's High Jump,,,,
Braian Toledo,Argentina,Americas,18,185,92,M,Athletics,Men's Javelin Throw,,,,
Melik Janoyan,Armenia,Europe,27,195,95,M,Athletics,Men's Javelin Throw,,,,
Jarrod Bannister,Australia,Oceania,27,190,100,M,Athletics,Men's Javelin Throw,,,,
Uladzimir Kazlou,Belarus,Europe,27,184,90,M,Athletics,Men's Javelin Throw,,,,
Curtis Moss,Canada,Americas,25,189,90,M,Athletics,Men's Javelin Throw,,,,
Dayron Marquez,Colombia,Americas,29,178,85,M,Athletics,Men's Javelin Throw,,,,
Guillermo Martinez,Cuba,Americas,31,,,M,Athletics,Men's Javelin Throw,,,,
Jakub Vadlejch,Czech Republic,Europe,21,190,93,M,Athletics,Men's Javelin Throw,,,,
Petr Frydrych,Czech Republic,Europe,24,200,100,M,Athletics,Men's Javelin Throw,,,,
Vitezslav Vesely,Czech Republic,Europe,29,186,94,M,Athletics,Men's Javelin Throw,,,,
Ihab Abdelrahman El Sayed,Egypt,Africa,23,194,96,M,Athletics,Men's Javelin Throw,,,,
Risto Matas,Estonia,Europe,28,189,92,M,Athletics,Men's Javelin Throw,,,,
Tanel Laanmae,Estonia,Europe,22,184,89,M,Athletics,Men's Javelin Throw,,,,
Leslie Copeland,Fiji,Oceania,24,186,94,M,Athletics,Men's Javelin Throw,,,,
Antti Ruuskanen,Finland,Europe,28,189,86,M,Athletics,Men's Javelin Throw,,,,
Ari Mannio,Finland,Europe,25,185,100,M,Athletics,Men's Javelin Throw,,,,
Tero Pitkamaki,Finland,Europe,29,195,92,M,Athletics,Men's Javelin Throw,,,,
Matthias de Zordo,Germany,Europe,24,190,98,M,Athletics,Men's Javelin Throw,,,,
Tino Haber,Germany,Europe,29,185,88,M,Athletics,Men's Javelin Throw,,,,
Mervyn Luckwell,Great Britain,Europe,27,191,104,M,Athletics,Men's Javelin Throw,,,,
Spiridon Lebesis,Greece,Europe,25,190,91,M,Athletics,Men's Javelin Throw,,,,
Roderick Genki Dean,Japan,Asia,20,182,86,M,Athletics,Men's Javelin Throw,,,,
Yukifumi Murakami,Japan,Asia,32,185,97,M,Athletics,Men's Javelin Throw,,,,
Julius Yego,Kenya,Africa,23,175,85,M,Athletics,Men's Javelin Throw,,,,
Ainars Kovals,Latvia,Europe,30,191,100,M,Athletics,Men's Javelin Throw,,,,
Zigismunds Sirmais,Latvia,Europe,20,189,94,M,Athletics,Men's Javelin Throw,,,,
Stuart Farquhar,New Zealand,Oceania,30,187,98,M,Athletics,Men's Javelin Throw,,,,
Andreas Thorkildsen,Norway,Europe,30,,,M,Athletics,Men's Javelin Throw,,,,
Qiang Qin,People's Republic of China,Asia,29,184,105,M,Athletics,Men's Javelin Throw,,,,
Bartosz Osewski,Poland,Europe,21,,,M,Athletics,Men's Javelin Throw,,,,
Igor Janik,Poland,Europe,29,200,108,M,Athletics,Men's Javelin Throw,,,,
Pawel Rakoczy,Poland,Europe,25,187,93,M,Athletics,Men's Javelin Throw,,,,
Sangjin Jung,Republic of Korea,Asia,28,188,103,M,Athletics,Men's Javelin Throw,,,,
Ilya Korotkov,Russian Federation,Europe,28,193,90,M,Athletics,Men's Javelin Throw,,,,
Matija Kranjc,Slovenia,Europe,28,183,91,M,Athletics,Men's Javelin Throw,,,,
Kim Amb,Sweden,Europe,22,177,86,M,Athletics,Men's Javelin Throw,,,,
Keshorn Walcott,Trinidad and Tobago,Americas,19,183,90,M,Athletics,Men's Javelin Throw,,,,
Fatih Avan,Turkey,Europe,23,183,90,M,Athletics,Men's Javelin Throw,,,,
Oleksandr Pyatnytsya,Ukraine,Europe,27,186,90,M,Athletics,Men's Javelin Throw,,,,
Roman Avramenko,Ukraine,Europe,24,185,95,M,Athletics,Men's Javelin Throw,,,,
Craig Kinsley,United States of America,Americas,23,185,88,M,Athletics,Men's Javelin Throw,,,,
Cyrus Hostetler,United States of America,Americas,25,188,98,M,Athletics,Men's Javelin Throw,,,,
Sean Furey,United States of America,Americas,29,188,86,M,Athletics,Men's Javelin Throw,,,,
Ivan Zaytsev,Uzbekistan,Asia,23,190,90,M,Athletics,Men's Javelin Throw,,,,
Arsen Sargsyan,Armenia,Europe,27,189,76,M,Athletics,Men's Long Jump,,,,
Vardan Pahlevanyan,Armenia,Europe,24,192,82,M,Athletics,Men's Long Jump,,,,
Raymond Higgs,Bahamas,Americas,21,,,M,Athletics,Men's Long Jump,,,,
Tyrone Smith,Bermuda,Americas,27,183,70,M,Athletics,Men's Long Jump,,,,
Mauro Vinicius da Silva,Brazil,Americas,25,,,M,Athletics,Men's Long Jump,,,,
Roman Novotny,Czech Republic,Europe,26,181,77,M,Athletics,Men's Long Jump,,,,
Stepan Wagner,Czech Republic,Europe,30,187,79,M,Athletics,Men's Long Jump,,,,
Mohamed Fathalla Difallah,Egypt,Africa,24,190,89,M,Athletics,Men's Long Jump,,,,
Salim Sdiri,France,Europe,33,185,78,M,Athletics,Men's Long Jump,,,,
Boleslav Skhirtladze,Georgia,Europe,25,178,60,M,Athletics,Men's Long Jump,,,,
Alyn Camara,Germany,Europe,23,196,85,M,Athletics,Men's Long Jump,,,,
Christian Reif,Germany,Europe,27,196,85,M,Athletics,Men's Long Jump,,,,
Sebastian Bayer,Germany,Europe,26,189,80,M,Athletics,Men's Long Jump,,,,
Ignisious Gaisah,Ghana,Africa,29,185,75,M,Athletics,Men's Long Jump,,,,
Greg Rutherford,Great Britain,Europe,25,188,87,M,Athletics,Men's Long Jump,YES,1,,
Dimitrios Diamadaras,Greece,Europe,28,178,70,M,Athletics,Men's Long Jump,,,,
Louis Tsatoumas,Greece,Europe,30,186,77,M,Athletics,Men's Long Jump,,,,
Mohammad Arzandeh,Islamic Republic of Iran,Asia,24,180,76,M,Athletics,Men's Long Jump,,,,
Damar Forbes,Jamaica,Americas,21,178,80,M,Athletics,Men's Long Jump,,,,
Povilas Mykolaitis,Lithuania,Europe,29,187,81,M,Athletics,Men's Long Jump,,,,
Luis Rivera,Mexico,Americas,25,183,79,M,Athletics,Men's Long Jump,,,,
Stanley Gbagbeke,Nigeria,Africa,23,190,79,M,Athletics,Men's Long Jump,,,,
Irving Saladino,Panama,Americas,29,176,70,M,Athletics,Men's Long Jump,,,,
Jinzhe Li,People's Republic of China,Asia,22,192,78,M,Athletics,Men's Long Jump,,,,
Marcos Chuva,Portugal,Europe,22,182,75,M,Athletics,Men's Long Jump,,,,
Aleksandr Menkov,Russian Federation,Europe,21,178,74,M,Athletics,Men's Long Jump,,,,
Aleksandr Petrov,Russian Federation,Europe,25,187,79,M,Athletics,Men's Long Jump,,,,
Sergey Morgunov,Russian Federation,Europe,19,178,70,M,Athletics,Men's Long Jump,,,,
Ndiss Kaba Badji,Senegal,Africa,28,190,85,M,Athletics,Men's Long Jump,,,,
Godfrey Khotso Mokoena,South Africa,Africa,27,190,73,M,Athletics,Men's Long Jump,,,,
Eusebio Caceres,Spain,Europe,20,174,69,M,Athletics,Men's Long Jump,,,,
Luis Felipe Meliz,Spain,Europe,32,182,78,M,Athletics,Men's Long Jump,,,,
Ching-Hsuan Lin,Taipei (Chinese Taipei),Asia,20,168,60,M,Athletics,Men's Long Jump,,,,
Supanara Sukhasvasti N A,Thailand,Asia,20,190,72,M,Athletics,Men's Long Jump,,,,
Viktor Kuznetsov,Ukraine,Europe,26,194,78,M,Athletics,Men's Long Jump,,,,
George Kitchens,United States of America,Americas,29,178,73,M,Athletics,Men's Long Jump,,,,
Marquise Goodwin,United States of America,Americas,21,178,82,M,Athletics,Men's Long Jump,,,,
Mitchell Watt,Australia,Oceania,24,184,83,M,Athletics,"Men's Long Jump, Men's 4 x 100m Relay",YES,,1,
Henry Frayne,Australia,Oceania,22,188,79,M,Athletics,"Men's Long Jump, Men's Triple Jump",,,,
Will Claye,United States of America,Americas,21,180,73,M,Athletics,"Men's Long Jump, Men's Triple Jump",YES,,1,1
Tayeb Filali,Algeria,Africa,33,172,55,M,Athletics,Men's Marathon,,,,
Antoni Bernado,Andorra,Europe,45,175,64,M,Athletics,Men's Marathon,,,,
Miguel Barzola,Argentina,Americas,30,172,54,M,Athletics,Men's Marathon,,,,
Jeff Hunt,Australia,Oceania,30,172,58,M,Athletics,Men's Marathon,,,,
Martin Dent,Australia,Oceania,33,180,69,M,Athletics,Men's Marathon,,,,
Gunther Weidlinger,Austria,Europe,34,169,54,M,Athletics,Men's Marathon,,,,
Franck de Almeida,Brazil,Americas,29,173,49,M,Athletics,Men's Marathon,,,,
Marilson dos Santos,Brazil,Americas,34,173,57,M,Athletics,Men's Marathon,,,,
Paulo Roberto Paula,Brazil,Americas,33,,,M,Athletics,Men's Marathon,,,,
Dylan Wykes,Canada,Americas,29,187,68,M,Athletics,Men's Marathon,,,,
Eric Gillis,Canada,Americas,32,172,58,M,Athletics,Men's Marathon,,,,
Reid Coolsaet,Canada,Americas,33,175,62,M,Athletics,Men's Marathon,,,,
Juan Carlos Cardona,Colombia,Americas,37,168,60,M,Athletics,Men's Marathon,,,,
Cesar Lizano,Costa Rica,Americas,30,169,60,M,Athletics,Men's Marathon,,,,
Jan Kreisinger,Czech Republic,Europe,27,186,70,M,Athletics,Men's Marathon,,,,
Kwang-Hyok Kim,Democratic People's Republic  of Korea,Asia,24,165,53,M,Athletics,Men's Marathon,,,,
Song-Chol Pak,Democratic People's Republic  of Korea,Asia,27,170,60,M,Athletics,Men's Marathon,,,,
Zatara Mande Ilunga,Democratic Republic of the Congo,Africa,29,171,65,M,Athletics,Men's Marathon,,,,
Augusto Soares,Democratic Republic of Timor-Leste,Asia,25,165,58,M,Athletics,Men's Marathon,,,,
Jesper Faurschou,Denmark,Europe,29,183,63,M,Athletics,Men's Marathon,,,,
Miguel Angel Almachi,Ecuador,Americas,27,169,55,M,Athletics,Men's Marathon,,,,
Samuel Tsegay,Eritrea,Africa,24,176,59,M,Athletics,Men's Marathon,,,,
Yared Asmerom,Eritrea,Africa,32,171,58,M,Athletics,Men's Marathon,,,,
Yonas Kifle,Eritrea,Africa,34,166,62,M,Athletics,Men's Marathon,,,,
Ayele Abshero,Ethiopia,Africa,21,168,62,M,Athletics,Men's Marathon,,,,
Dino Sefir,Ethiopia,Africa,24,178,61,M,Athletics,Men's Marathon,,,,
Getu Feleke,Ethiopia,Africa,25,,,M,Athletics,Men's Marathon,,,,
Abdellatif Meftah,France,Europe,30,173,59,M,Athletics,Men's Marathon,,,,
Abraham Kiprotich,France,Europe,26,177,62,M,Athletics,Men's Marathon,,,,
Patrick Tambwe,France,Europe,37,182,68,M,Athletics,Men's Marathon,,,,
Lee Merrien,Great Britain,Europe,33,182,61,M,Athletics,Men's Marathon,,,,
Scott Overall,Great Britain,Europe,29,181,62,M,Athletics,Men's Marathon,,,,
Konstadinos Poulios,Greece,Europe,34,175,60,M,Athletics,Men's Marathon,,,,
Jose Amado Garcia,Guatemala,Americas,34,177,59,M,Athletics,Men's Marathon,,,,
Tamas Kovacs,Hungary,Europe,28,179,62,M,Athletics,Men's Marathon,,,,
Kari Steinn Karlsson,Iceland,Europe,26,,,M,Athletics,Men's Marathon,,,,
Guor Marial,Independent Olympic Athletes,,28,180,60,M,Athletics,Men's Marathon,,,,
Ram Singh Yadav,India,Asia,31,,,M,Athletics,Men's Marathon,,,,
Mark Kenneally,Ireland,Europe,31,192,76,M,Athletics,Men's Marathon,,,,
Zohar Zemiro,Israel,Europe,35,171,57,M,Athletics,Men's Marathon,,,,
Ruggero Pertile,Italy,Europe,37,170,56,M,Athletics,Men's Marathon,,,,
Arata Fujiwara,Japan,Asia,30,167,54,M,Athletics,Men's Marathon,,,,
Kentaro Nakamoto,Japan,Asia,29,173,58,M,Athletics,Men's Marathon,,,,
Ryo Yamamoto,Japan,Asia,28,173,60,M,Athletics,Men's Marathon,,,,
Methkal Abu Drais,Jordan,Asia,28,168,62,M,Athletics,Men's Marathon,,,,
Abel Kirui,Kenya,Africa,30,,,M,Athletics,Men's Marathon,,,,
Emmanuel Kipchirchir Mutai,Kenya,Africa,27,162,52,M,Athletics,Men's Marathon,,,,
Wilson Kipsang Kiprotich,Kenya,Africa,30,182,62,M,Athletics,Men's Marathon,,,,
Valerijs Zolnerovics,Latvia,Europe,27,179,70,M,Athletics,Men's Marathon,,,,
Jobo Khatoane,Lesotho,Africa,21,162,48,M,Athletics,Men's Marathon,,,,
Ali Mabrouk El Zaidi,Libya,Africa,34,173,59,M,Athletics,Men's Marathon,,,,
Marcel Tschopp,Liechtenstein,Europe,38,181,66,M,Athletics,Men's Marathon,,,,
Mike Tebulo,Malawi,Africa,27,176,76,M,Athletics,Men's Marathon,,,,
Arturo Malaquias,Mexico,Americas,37,169,55,M,Athletics,Men's Marathon,,,,
Carlos Cordero,Mexico,Americas,35,159,54,M,Athletics,Men's Marathon,,,,
Daniel Vargas,Mexico,Americas,28,174,54,M,Athletics,Men's Marathon,,,,
Ser-Od Bat-Ochir,Mongolia,Asia,30,170,60,M,Athletics,Men's Marathon,,,,
Abderrahime Bouramdane,Morocco,Africa,34,170,58,M,Athletics,Men's Marathon,,,,
Adil Annani,Morocco,Africa,32,172,56,M,Athletics,Men's Marathon,,,,
Rachid Kisri,Morocco,Africa,37,179,60,M,Athletics,Men's Marathon,,,,
Urige Buta,Norway,Europe,33,,,M,Athletics,Men's Marathon,,,,
Guojian Dong,People's Republic of China,Asia,25,170,53,M,Athletics,Men's Marathon,,,,
Zicheng Li,People's Republic of China,Asia,22,172,55,M,Athletics,Men's Marathon,,,,
Raul Pacheco,Peru,Americas,33,168,57,M,Athletics,Men's Marathon,,,,
Marcin Chabowski,Poland,Europe,26,174,56,M,Athletics,Men's Marathon,,,,
Luis Feiteira,Portugal,Europe,39,177,60,M,Athletics,Men's Marathon,,,,
Rui Pedro Silva,Portugal,Europe,31,173,60,M,Athletics,Men's Marathon,,,,
Mohammed Abduh Bakhet,Qatar,Asia,24,155,50,M,Athletics,Men's Marathon,,,,
Duhaeng Lee,Republic of Korea,Asia,30,180,64,M,Athletics,Men's Marathon,,,,
Jinhyeok Jeong,Republic of Korea,Asia,22,170,58,M,Athletics,Men's Marathon,,,,
Sinkweon Jang,Republic of Korea,Asia,29,182,76,M,Athletics,Men's Marathon,,,,
Iaroslav Musinschi,Republic of Moldova,Europe,35,182,72,M,Athletics,Men's Marathon,,,,
Roman Prodius,Republic of Moldova,Europe,31,181,69,M,Athletics,Men's Marathon,,,,
Marius Ionescu,Romania,Europe,27,171,55,M,Athletics,Men's Marathon,,,,
Dmitriy Safronov,Russian Federation,Europe,30,189,73,M,Athletics,Men's Marathon,,,,
Grigoriy Andreev,Russian Federation,Europe,36,180,70,M,Athletics,Men's Marathon,,,,
Jean Pierre Mvuyekure,Rwanda,Africa,28,158,54,M,Athletics,Men's Marathon,,,,
Darko Zivanovic,Serbia,Europe,25,178,64,M,Athletics,Men's Marathon,,,,
Primoz Kobe,Slovenia,Europe,31,176,64,M,Athletics,Men's Marathon,,,,
Coolboy Ngamole,South Africa,Africa,35,167,58,M,Athletics,Men's Marathon,,,,
Lusapho April,South Africa,Africa,30,172,50,M,Athletics,Men's Marathon,,,,
Stephen Mokoka,South Africa,Africa,27,156,50,M,Athletics,Men's Marathon,,,,
Carles Castillejo,Spain,Europe,33,171,60,M,Athletics,Men's Marathon,,,,
Ignacio Caceres,Spain,Europe,36,165,53,M,Athletics,Men's Marathon,,,,
Jose Carlos Hernandez,Spain,Europe,34,175,70,M,Athletics,Men's Marathon,,,,
Pedro Nimo,Spain,Europe,32,182,60,M,Athletics,Men's Marathon,,,,
Anuradha Cooray,Sri Lanka,Asia,34,174,58,M,Athletics,Men's Marathon,,,,
Viktor Rothlin,Switzerland,Europe,37,172,60,M,Athletics,Men's Marathon,,,,
Chia-Che Chang,Taipei (Chinese Taipei),Asia,29,173,56,M,Athletics,Men's Marathon,,,,
Wissem Hosni,Tunisia,Africa,27,175,53,M,Athletics,Men's Marathon,,,,
Bekir Karayel,Turkey,Europe,30,171,62,M,Athletics,Men's Marathon,,,,
Stephen Kiprotich,Uganda,Africa,23,172,56,M,Athletics,Men's Marathon,,,,
Ivan Babaryka,Ukraine,Europe,29,180,69,M,Athletics,Men's Marathon,,,,
Oleksandr Sitkovskyy,Ukraine,Europe,34,184,68,M,Athletics,Men's Marathon,,,,
Vitaliy Shafar,Ukraine,Europe,30,174,62,M,Athletics,Men's Marathon,,,,
Faustine Mussa,United Republic of Tanzania,Africa,31,175,60,M,Athletics,Men's Marathon,,,,
Mohamed Ikoki Msandeki,United Republic of Tanzania,Africa,26,180,68,M,Athletics,Men's Marathon,,,,
Samson Ramadhani,United Republic of Tanzania,Africa,29,170,51,M,Athletics,Men's Marathon,,,,
Abdihakem Abdirahman,United States of America,Americas,35,180,61,M,Athletics,Men's Marathon,,,,
Mebrahtom Keflezighi,United States of America,Americas,37,165,57,M,Athletics,Men's Marathon,,,,
Ryan Hall,United States of America,Americas,29,178,61,M,Athletics,Men's Marathon,,,,
Pedro Mora,Venezuela,Americas,34,,,M,Athletics,Men's Marathon,,,,
Cuthbert Nyasango,Zimbabwe,Africa,29,163,56,M,Athletics,Men's Marathon,,,,
Wirimai Juwawo,Zimbabwe,Africa,31,162,64,M,Athletics,Men's Marathon,,,,
Steven Hooker,Australia,Oceania,30,187,85,M,Athletics,Men's Pole Vault,,,,
Stanislau Tsivonchyk,Belarus,Europe,27,182,79,M,Athletics,Men's Pole Vault,,,,
Fabio da Silva,Brazil,Americas,28,178,70,M,Athletics,Men's Pole Vault,,,,
Ivan Horvat,Croatia,Europe,18,183,66,M,Athletics,Men's Pole Vault,,,,
Lazaro Borges,Cuba,Americas,26,,,M,Athletics,Men's Pole Vault,,,,
Jan Kudlicka,Czech Republic,Europe,24,184,80,M,Athletics,Men's Pole Vault,,,,
Jere Bergius,Finland,Europe,25,184,76,M,Athletics,Men's Pole Vault,,,,
Renaud Lavillenie,France,Europe,25,176,60,M,Athletics,Men's Pole Vault,,,,
Romain Mesnil,France,Europe,35,188,75,M,Athletics,Men's Pole Vault,,,,
Bjorn Otto,Germany,Europe,34,191,90,M,Athletics,Men's Pole Vault,,,,
